Bankrupt?, Operating Gross Margin, Operating Profit Rate, Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Cash Flow Per Share, Revenue Per Share (Yuan ¥), Net profit before tax/Paid-in capital, Revenue per person, Working Capital to Total Assets, Cash/Total Assets, Cash/Current Liability, Inventory/Working Capital, Inventory/Current Liability, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Cash Flow to Total Assets, Net Income to Total Assets
0,0.618126522,0.99910786,0.000254285,52600000,0.459406323,0.000426043,0.267942099,0.311098536,0.020009982,0.182369354,0.014831896,0.840716942,0.170675519,0.012196326,0.27713385,0.006947911,0.942032997,0.002352024,0.033453169,0.712343969,0.819857896
0,0.613045734,0.999069729,0.000211152,3910000000,0.466445233,0.000369037,0,0.327084954,0.019223498,0.180257899,0.006615455,0.737145819,0.065326369,0.002935748,0.276211177,0.003094755,0.935535672,0.002408365,0.022871545,0.659976282,0.819840046
0,0.622839764,0.999201338,0.000232082,8270000000,0.466782416,0.000468047,0.278773155,0.326165382,0.017635404,0.185544077,0.006412761,0.761280953,0.044431046,0.002198852,0.278459069,0.005387461,0.93928696,0.002386063,0.025598509,0.655523005,0.819345778
0,0.620014702,0.999238428,0.000153912,5480000000,0.489343499,0.000148015,0.184532847,0.390394002,0.063024638,0.259550562,0.016667891,0.861484106,0.373074427,0.030574416,0.27704364,0.004240163,0.96430997,0.002707874,0.035559732,0.66967034,0.89545294
0,0.601954482,0.999018657,8440000000,424000000,0.466247285,0.000569057,0.268954348,0.336209946,0.083442987,0.236867506,0.027454724,0.720793447,0.02750524,0.0011748,0.276699984,0.002359426,0.955422032,0.002584843,0.022692943,0.640411173,0.843104135
0,0.605067816,0.999046504,0.000106154,0,0.463558206,0.000629063,0.192428383,0.322982245,0.031504757,0.180242817,0.01341304,0.7712373,0.103901823,0.003811954,0.277594912,0.003203055,0.93658231,0.002360328,0.020159355,0.67409426,0.811336086
0,0.604347137,0.998992082,0.000149171,0,0.464735831,0.000209021,0.304990384,0.329525359,0.066155452,0.180898876,0.032116681,0.818337454,0.33449797,0.010413268,0.277069972,0.001361772,0.939549256,0.002282246,0.040559278,0.621309497,0.808366756
0,0.607006443,0.999033679,0.000151831,4180000000,0.464895196,0.000148015,0.083915376,0.319869845,0.011313278,0.174104517,0.00680346,0.839453214,0.025268571,0.002559435,0.277288078,0.019129927,0.945303077,0.002401267,0.01082282,0.641718583,0.806804092
0,0.604765131,0.999036336,0.000110895,1970000000,0.463455877,0.000310031,0.136248608,0.321602886,0.034499448,0.179247417,0.022695827,0.820943143,0.097117116,0.005047538,0.277362795,0.009628989,0.937423377,0.002381884,0.017545231,0.628606939,0.811555381
0,0.608476628,0.999012302,0.000209649,740000000,0.464076562,0.000622062,0,0.324573813,0.023216419,0.169760953,0.012243879,0.759824373,0.040656923,0.001444417,0.279604002,0.005929185,0.932429789,0.002247704,0.030775955,0.64961279,0.799145814
0,0.609305409,0.999066956,0.000153797,0,0.468684734,0.000409041,0,0.328252104,0.019420119,0.175363849,0.011594671,0.783610044,0.03086803,0.002146955,0.277615681,0.010011985,0.936936759,0.002350034,0.014722443,0.647658631,0.80629814
0,0.612353882,0.999025013,0.000249197,7610000000,0.467213541,0.000279028,0.14384047,0.330197354,0.057443623,0.201342282,0.025201592,0.845149415,0.037462515,0.002134853,0.277130291,0.005682683,0.959685282,0.002352322,0.04824708,0.629646634,0.830516347
0,0.611251243,0.999125423,0.000124656,2390000000,0.463618597,0.000279028,0.233019536,0.323548136,0.05936446,0.212374632,0.021617731,0.856871575,0.036201371,0.00193645,0.277298487,0.012481215,0.945670069,0.002503395,0.02239297,0.651663522,0.831800931
0,0.606458727,0.999051588,0.000123384,4570000000,0.465879906,0.000288029,0.218848062,0.3297022,0.037100897,0.189261745,0.018292378,0.812098042,0.034624306,0.001373568,0.277396855,0.006991685,0.939583325,0.002425814,0.020321968,0.634098547,0.819253177
0,0.61451592,0.999114331,0.000190106,0.000107644,0.467978494,0.000239024,0.228970544,0.326908113,0.019858735,0.184088681,0.007197098,0.755662657,0.05693221,0.003782987,0.27785767,0.002069617,0.951726509,0.002420112,0.01714987,0.630977761,0.815043029
0,0.605219159,0.999067303,879000000,3360000000,0.46978687,0.000182018,0.149913959,0.326130013,0.020554472,0.178742176,0.014300192,0.802844094,0.17418788,0.011820816,0.27714632,0.004130025,0.93789829,0.002513621,0.011158544,0.637949338,0.814484167
0,0.601565315,0.998974865,0.000121765,1430000000,0.46043968,0.000290029,0.286668691,0.313892622,0.062026408,0.171842244,0.016206689,0.77214279,0.074681303,0.003143091,0.277533747,0.003456231,0.934107598,0.002245359,0.021759648,0.636742485,0.797908698
0,0.606163248,0.999063259,0.000114249,4240000000,0.467092759,0.00029503,0.068124304,0.321213836,0.022127441,0.177890054,0.015228471,0.830607427,0.025695287,0.003239658,0.277169235,0.013308334,0.936788493,0.002395975,0.016826018,0.621543035,0.812304017
0,0.604873233,0.998997281,0.000151946,2510000000,0.460909388,0.000423042,0.224111752,0.315378086,0.059258587,0.175793681,0.019534979,0.789146019,0.085702155,0.002777266,0.277580698,0.005146512,0.933615286,0.002262447,0.029171495,0.655732411,0.801497038
0,0.611669237,0.999119877,0.000138764,3570000000,0.475537438,0.000548055,0.254782873,0.339923605,0.022641681,0.186931604,0.008980215,0.778349232,0.113665415,0.007536807,0.277494047,0.006506038,0.94040685,0.002450176,0.018602451,0.679016586,0.819935278
0,0.614645642,0.999240161,6610000000,594000000,0.469258448,0.00019502,0.203461889,0.334193959,0.048641045,0.227516779,0.014764332,0.805299003,0.054854598,0.003369865,0.277356296,0.008707065,0.958618805,0.002911139,0.013912484,0.647223907,0.851447774
0,0.593572983,0.998870295,9820000000,0,0.460969779,690000000,0,0.316722077,0.030128409,0.158238444,0.017848802,0.817815121,0.242771061,0.008429564,0.27728375,0.004894817,0.925639437,0.002035778,0.018628457,0.649444196,0.774763016
0,0.608981104,0.999058983,0.000156341,4740000000,0.466106372,0.000284028,0.295171576,0.328181368,0.031852625,0.187022095,0.008580703,0.735247965,0.031966614,0.001426657,0.276433806,0.002487935,0.939518772,0.002379559,0.022419648,0.628729558,0.815586276
0,0.611712478,0.999009529,0.000253706,3870000000,0.458713503,0.000274027,0.22279583,0.306889722,0.035316182,0.182640826,0.012981214,0.783334314,0.056032203,0.002062811,0.277530891,0.004559986,0.939305739,0.00229946,0.027532981,0.64576521,0.807152128
0,0.606379452,0.999040611,0.000131363,5380000000,0.4627748,0.000365037,0.012349428,0.322133409,0.036087542,0.17744514,0.008366259,0.731142422,0.016644123,0.000605188,0.275994054,0.004666397,0.934395839,0.002314823,0.021775255,0.640516987,0.806767331
0,0.622875798,0.999263618,0.000134832,9120000000,0.476560731,0.000324032,0.263285758,0.363478814,0.06393212,0.253238821,0.013468854,0.763168401,0.024988328,0.001444438,0.277834348,0.004279357,0.956542518,0.002677223,0.020968104,0.620605603,0.850863254
0,0.608145116,0.998995201,0.000206989,4040000000,0.462841901,0.000561056,0.239902824,0.321284572,0.026453106,0.186720458,0.009814491,0.735654919,0.022288323,0.000962418,0.275517302,0.006311123,0.937760353,0.00235609,0.025610695,0.644777071,0.814862035
0,0.617240087,0.999180886,0.000167326,3720000000,0.472893653,0,0.19171981,0.342682323,0.046523587,0.223625669,0.015810114,0.848441029,0.235052986,0.014062532,0.277165026,0.007552949,0.960209115,0.002586349,0.025031607,0.683019329,0.848183888
0,0.608627971,0.999052513,0.000157497,1390000000,0.463226055,0.00039704,0.279582954,0.3242555,0.058139359,0.1898801,0.02739891,0.823156568,0.077820805,0.002743717,0.27730285,0.005695986,0.937707931,0.002325908,0.032376022,0.648072925,0.814137191
0,0.622947866,0.998825578,0.000614261,0.000335496,0.464846548,0.000706071,0,0.320400368,0.009755434,0.166209185,0.005408105,0.87694642,0.103481255,0.007490516,0.277251524,0.017162683,0.937314597,0.002224408,0.046907113,0.630605563,0.794426895
0,0.610098157,0.999090181,0.000133329,4480000000,0.485698229,0,0.194959004,0.340241918,0.031852625,0.184850313,0.009976059,0.822577501,0.013221005,0.000668728,0.277269464,0.007281415,0.943119311,0.00239447,0.028870845,0.606241817,0.823757876
0,0.619690396,0.99918181,0.000205602,2310000000,0.464880099,0.000391039,0.251543679,0.323194454,0.02775383,0.195942991,0.015868866,0.74857886,0.020789308,0.001392997,0.271007149,0.005083489,0.942421319,0.00240368,0.028342448,0.636545009,0.82477729
0,0.620418282,0.999217283,0.000181665,5380000000,0.467663119,0.000312031,0,0.330161986,0.020630095,0.192376141,0.011441916,0.733141762,0.166700253,0.005818139,0.276076754,0.003676911,0.928994327,0.002597616,0.023927054,0.64271163,0.847457724
0,0.611705271,0.999087292,0.000171026,0,0.466462008,0.000566057,0.252657152,0.323795713,0.03592117,0.201734409,0.037612914,0.840211743,0.08491043,0.006218088,0.277216714,0.010770539,0.954640513,0.002475553,0.029175317,0.66006244,0.837902537
0,0.614724917,0.999083826,0.000223872,2280000000,0.466938426,0.000267027,0.207409657,0.324326236,0.026846348,0.182195913,0.00590162,0.795545597,0.04453383,0.003163058,0.277241513,0.00578589,0.944456813,0.00232781,0.032706201,0.625770517,0.814686872
0,0.622284841,0.999190014,0.000213812,8950000000,0.474509113,0.000238024,0.199311671,0.336457523,0.044406129,0.214825428,0.00994962,0.803082651,0.088726376,0.005444755,0.277400924,0.009322568,0.953819101,0.002473805,0.0448989,0.662005378,0.860052134
1,0.60090229,0.999035296,506000000,0,0.461233151,0.000481048,0.321793704,0.31665134,0.044330505,0.174851067,0.025048837,0.82267724,0.006902913,0.000201028,0.277977392,0.014286163,0.936765828,0.002285197,0.010994568,0.63456952,0.799501541
0,0.60512547,0.999019004,0.000134717,4110000000,0.468493495,0.000163016,0.126531025,0.330904718,0.038522619,0.180235276,0.02399718,0.786079324,0.009570477,0.000606201,0.277378873,0.006176542,0.938421642,0.002329551,0.021916549,0.637635614,0.808727792
0,0.604181381,0.998985726,0.000152062,329000000,0.463452522,0.000150015,0.001012248,0.320223527,0.022248438,0.176231053,0.022522509,0.765642707,0.044047608,0.00355667,0.277859948,0.007353879,0.935486431,0.002350838,0.015252752,0.643925625,0.80674279
0,0.608505456,0.999000748,0.000206642,2090000000,0.462239669,0.000582058,0,0.319374691,0.012538379,0.169089812,0.004782398,0.713634422,0.016460099,0.000703491,0.276616274,0.003823291,0.92737305,0.002237055,0.016203258,0.643470032,0.796618639
0,0.610573805,0.99901496,0.00022526,5990000000,0.468386134,0.000246025,0.061038567,0.322663932,0.012916497,0.179451022,0.009000778,0.806140133,0.105409632,0.01304072,0.277185932,0.009851695,0.951751079,0.002415175,0.015531595,0.656505179,0.812792195
0,0.603604837,0.998978563,0.000147552,543000000,0.465215604,0.000358036,0.244660391,0.324432341,0.034605321,0.176087776,0.015055153,0.790231263,0.023454009,0.001299011,0.27750445,0.007904605,0.934529191,0.00229426,0.022265469,0.636402264,0.804330076
0,0.609197308,0.999102776,0.000116215,4740000000,0.466200314,0.000116012,0.253062051,0.332885336,0.038613367,0.188967649,0.023806237,0.788532303,0.141094468,0.005467953,0.277850131,0.00875072,0.938741209,0.002447932,0.017716581,0.675497719,0.818560262
0,0.601039219,0.998976483,0.000111705,3500000000,0.465215604,0.000221022,0,0.322451722,0.025787619,0.170115376,0.018421632,0.818192419,0.059508088,0.00355393,0.277325248,0.009603565,0.93274273,0.002266578,0.017043979,0.653751031,0.799600558
0,0.605543464,0.998949907,0.000218784,7280000000,0.458304186,0.00029503,0,0.309754545,0.027905077,0.163456753,0.019925679,0.742681959,0.02163443,0.000818812,0.276046889,0.001849698,0.928737931,0.002180078,0.033694298,0.602143973,0.786108021
0,0.597760129,0.998896177,0.000137492,2560000000,0.462417487,0.000385039,0.760502075,0.31820754,0.005187773,0.169082271,0.033206527,0.735322149,0.005535433,0.000364491,0.276696482,0.001879412,0.911649554,0.002232319,0.009139355,0.639531487,0.796070293
0,0.604620995,0.999028594,0.00011714,5860000000,0.467280642,0,0.634173499,0.320612577,0.010995659,0.170665862,0.01082796,0.862194346,0.175605305,0.016651969,0.277070638,0.006875732,0.934253619,0.002246796,0.021159654,0.688081848,0.798032547
0,0.601478834,0.999002481,9480000000,2310000000,0.460664469,0.000205021,0.131592266,0.315554927,0.031232512,0.174692708,0.023726922,0.775896717,0.004565633,0.000149266,0.278898919,0.010842859,0.934229832,0.002327116,0.015181966,0.636504783,0.804583581
0,0.604275069,0.999019813,0.000120493,8350000000,0.466403295,0.000341034,0.068427979,0.333309755,0.079661812,0.193379082,0.016109748,0.786310769,0.028170255,0.001162247,0.277469129,0.004953932,0.942012048,0.002372417,0.032448992,0.647308302,0.823014672
0,0.603381427,0.998994046,0.000139805,7420000000,0.463980943,0.000213021,0,0.324184763,0.039051984,0.157733203,0.012728581,0.775126157,0.02360791,0.00149704,0.27726272,0.00305116,0.929458369,0.002166829,0.024447766,0.646477114,0.786909589
0,0.603049914,0.998982607,0.000137723,2070000000,0.466317741,0.000274027,0.150622533,0.328393577,0.049563652,0.182165749,0.029772484,0.751841478,0.026800465,0.001535532,0.285945095,0.004827055,0.942605872,0.002329184,0.023816327,0.641114573,0.809784487
0,0.606934375,0.999026399,0.000156341,594000000,0.470697768,0.000194019,0.326146371,0.332779232,0.028283195,0.176155644,0.017822364,0.765266674,0.015918343,0.00101896,0.278117311,0.00733867,0.934428339,0.002293439,0.020972642,0.644173317,0.803742336
0,0.601976102,0.999015422,879000000,4940000000,0.463992686,0,0.102743193,0.322133409,0.044466627,0.19245155,0.012091124,0.806660807,0.024980557,0.001939863,0.277253939,0.008252744,0.957008184,0.002579326,0.011655815,0.641021102,0.81979572
0,0.592809063,0.998714768,0.00024168,7200000000,0.462422519,0.000363036,0,0.31919785,0.010178925,0.147568057,0.007984372,0.713446733,0.017315886,0.000696825,0.276304269,0.006766471,0.914192033,0.001983579,0.035975408,0.635643424,0.744052503
0,0.620958792,0.999295855,0.00011182,6890000000,0.469890877,0.000132013,0.22805952,0.346891137,0.036979899,0.225857778,0.016124436,0.77770729,0.292238188,0.013746981,0.277293926,0.002771234,0.951975128,0.002811797,0.012278342,0.673336774,0.837787003
0,0.605211952,0.999010685,0.000145008,2260000000,0.4677168,0.000415042,0.19171981,0.33009125,0.051983605,0.179533972,0.029766608,0.850883582,0.02769777,0.001581855,0.277289857,0.012240728,0.935559631,0.002295246,0.033173456,0.641224407,0.808629562
0,0.612512432,0.999122997,0.000148477,272000000,0.462873774,0.000178018,0.215001518,0.323724977,0.070828985,0.223829274,0.023580042,0.808171226,0.026934266,0.000926779,0.277737935,0.010267333,0.95084176,0.002490247,0.030887611,0.646694467,0.843022049
0,0.608282045,0.999084866,0.000115752,2190000000,0.46347433,0,0.230387691,0.320365,0.036117791,0.199532464,0.026535258,0.841839875,0.037387009,0.003010078,0.277186753,0.010562557,0.952524619,0.002560199,0.017200233,0.64380501,0.82920964
0,0.610335981,0.999057597,0.000179699,7950000000,0.465873196,0.000392039,0.423018524,0.324573813,0.030309905,0.171985521,0.011641673,0.806403659,0.147043438,0.010953659,0.277349078,0.010566926,0.936312642,0.002242556,0.031595244,0.588805821,0.798278786
0,0.603821041,0.999030097,0.000102685,0,0.465522592,0.000126013,0.14343557,0.3382613,0.034181829,0.180506749,0.015263722,0.816305238,0.210537386,0.00558889,0.277037056,0.00073661,0.936110674,0.002379965,0.013859561,0.699010743,0.808120947
0,0.617196846,0.999186316,0.000160966,642000000,0.468444847,0.000236024,0.283024598,0.332991441,0.03540693,0.1991705,0.012931275,0.781785546,0.05662414,0.003825367,0.277243623,0.003854146,0.939408971,0.002416855,0.021748161,0.647022691,0.819747785
0,0.605024575,0.998979834,0.000151484,2800000000,0.463432391,0.000383038,0.025812329,0.319374691,0.027254715,0.172211749,0.014141563,0.813651068,0.033544991,0.002900763,0.277330235,0.013157766,0.934846561,0.002279227,0.021963076,0.626377167,0.802282716
0,0.602040963,0.999033794,7260000000,3160000000,0.477152898,0.000525053,0.17157607,0.353823301,0.084456343,0.204117337,0.041781355,0.79801975,0.149579007,0.009536611,0.277096535,0.002499941,0.94198493,0.002438579,0.025102728,0.675600349,0.826611751
0,0.596967382,0.998931535,9040000000,2040000000,0.456606527,0.000247025,0,0.304520054,0.037736134,0.145011688,0.029675543,0.780188046,0.038032526,0.001219773,0.277929451,0.006167378,0.926719098,0.002058387,0.038476003,0.610133325,0.757298741
0,0.611352138,0.999134551,0.00011899,2730000000,0.465150181,0.000287029,0.313796943,0.322593195,0.03466582,0.188929945,0.021749923,0.865699322,0.033414549,0.002227051,0.27746402,0.025455845,0.941338515,0.002404208,0.025054165,0.646791918,0.821510172
0,0.597414203,0.998945632,8440000000,1140000000,0.462967716,0.00020002,0,0.321496781,0.035906045,0.167483599,0.016529824,0.776096941,0.201393454,0.006575883,0.277426849,0.002563934,0.929490926,0.002152723,0.016642184,0.566618716,0.788417953
0,0.604512893,0.999031252,0.000110895,312000000,0.465837968,0.000525053,0.324830448,0.335113532,0.090400351,0.202707186,0.026770266,0.740270335,0.120714436,0.005100396,0.276419232,0.00161998,0.948651625,0.00236555,0.026688359,0.654156988,0.817136297
0,0.618321106,0.999147493,0.000217744,0.000180482,0.467666474,0.000142014,0.04767689,0.336952677,0.033531467,0.200505241,0.004529765,0.758091102,0.019361391,0.001541731,0.278629783,0.006817597,0.944430192,0.002492388,0.014701302,0.645493455,0.818539673
0,0.60337422,0.999072965,5260000000,204000000,0.464118501,0.000484048,0.246482437,0.323300559,0.048278053,0.189646331,0.022663514,0.804965292,0.107538719,0.004272647,0.277534852,0.008217006,0.939262547,0.002474016,0.020216181,0.664269107,0.824838153
0,0.610026089,0.999003636,0.000228729,0.000112398,0.46920309,0.000314031,0,0.32697885,0.020735968,0.17130684,0.007493794,0.792940548,0.078570798,0.006952033,0.277409563,0.011071471,0.934548933,0.002261914,0.024339285,0.660126933,0.800501059
0,0.61680768,0.999216821,0.000124194,526000000,0.473012758,0.000286029,0.225630125,0.335467214,0.042923908,0.219078501,0.015730799,0.827810972,0.066826236,0.004184624,0.277207657,0.007640157,0.955725339,0.002640684,0.025860927,0.604289119,0.858141978
0,0.611589962,0.999163785,9350000000,4380000000,0.468844099,0.000127013,0.263893107,0.3328146,0.048278053,0.214161828,0.01843632,0.828718726,0.075447688,0.003454723,0.277104147,0.003139089,0.949492096,0.002665955,0.021514902,0.656602522,0.850875362
0,0.608087462,0.999025244,0.000174842,8660000000,0.469218188,0.000323032,0.325032898,0.328994836,0.051333243,0.183425081,0.025997679,0.810252532,0.078266073,0.004182631,0.277293679,0.006902796,0.939765131,0.002295856,0.050236547,0.572160963,0.815333883
0,0.618241831,0.999209773,0.000171142,4040000000,0.465712153,0.000239024,0.158315619,0.329489991,0.030642649,0.196131513,0.00718241,0.798561351,0.161426359,0.006345805,0.27753186,0.007136591,0.942835225,0.002443195,0.026089449,0.693105664,0.828522149
0,0.607655054,0.999050664,0.000143621,985000000,0.470550146,0.000322032,0.29588015,0.325705595,0.024139026,0.177226454,0.008592453,0.787758029,0.027289815,0.002411085,0.277522776,0.012234614,0.945027048,0.002320713,0.021616002,0.627590436,0.807433821
0,0.607575779,0.999068343,0.000126853,1140000000,0.469961333,0.000344034,0.276546209,0.328994836,0.038416746,0.198288214,0.025392536,0.82021476,0.133235263,0.011358119,0.277120413,0.005864522,0.952673374,0.002497024,0.021376902,0.700893393,0.829376798
0,0.613946583,0.999144257,0.000152293,2360000000,0.461608918,0.000245025,0.188075716,0.318172172,0.034786817,0.204750773,0.020892146,0.809667849,0.081863561,0.003573115,0.277422523,0.007838704,0.949423645,0.002535612,0.021060089,0.652156258,0.833640221
0,0.617766183,0.999036683,0.000319966,0.000129886,0.460822157,0.000320032,0,0.316722077,0.014262595,0.170665862,0.005637237,0.7534881,0.041461771,0.002915931,0.28280045,0.008418706,0.934817833,0.002248652,0.025627387,0.62924049,0.798752225
0,0.622047017,0.999208155,0.000207568,7950000000,0.471967657,0.000267027,0.078145561,0.330727877,0.023397916,0.194095468,0.008345696,0.771168171,0.018585712,0.001473957,0.277535114,0.006235271,0.945167885,0.002517472,0.021483182,0.645054022,0.832115353
0,0.612937632,0.999142293,0.000136567,5890000000,0.475951788,480000000,0.068124304,0.327049586,0.030733397,0.190317472,0.016867647,0.794402658,0.091872876,0.009601088,0.277067483,0.00288208,0.946757439,0.00247852,0.030904589,0.552121325,0.84092596
0,0.601795932,0.999021084,7930000000,340000000,0.459263733,0.000440044,0.192630833,0.309400863,0.068968646,0.19046075,0.033729419,0.740226699,0.057220473,0.002426362,0.276222206,0.002211753,0.95128404,0.002400296,0.01659553,0.618408823,0.812499922
0,0.609536027,0.99904454,0.000179815,0,0.456599817,0.000282028,0.215305193,0.315130509,0.020282227,0.175590076,0.009840929,0.819697705,0.16620185,0.01266929,0.277317061,0.01223751,0.935901297,0.00231957,0.026082232,0.606901325,0.809632924
0,0.623293792,0.999329826,0.000115174,3330000000,0.469776805,0.000209021,0.257718393,0.344026314,0.051091247,0.245403816,0.009315101,0.740374949,0.005998198,0.000266756,0.275320894,0.005023608,0.952762164,0.002706744,0.022403482,0.611096385,0.85849452
0,0.607936119,0.999087755,0.000111011,0,0.464537883,0.000414041,0.206296184,0.3234774,0.032502987,0.181796245,0.018730079,0.824944987,0.116829078,0.005659562,0.277214222,0.005852023,0.937080913,0.00236108,0.022466625,0.67631073,0.813196438
0,0.609391891,0.998985264,0.000238789,0,0.461112369,0,0.313392044,0.31704039,0.035195184,0.173538949,0.022031932,0.831018816,0.155128035,0.006377228,0.27714936,0.003915606,0.935103655,0.002253048,0.046989499,0.616911811,0.802303356
0,0.604959714,0.998977869,0.000173339,4640000000,0.472321616,0.000167017,0,0.324786022,0.011767019,0.173621899,0.006815211,0.862475243,0.114357875,0.011766117,0.277193012,0.017035057,0.94338736,0.002359605,0.014876918,0.676217819,0.807240621
0,0.601017599,0.998871219,0.00021705,5250000000,0.462092046,0.00019602,0,0.318702695,0.016743046,0.156541739,0.01365686,0.810275229,0.024631387,0.001507011,0.277589607,0.015243805,0.927488984,0.002101314,0.022665195,0.567676279,0.778872951
0,0.607582986,0.998984687,0.000211384,6490000000,0.462511428,0.000365037,0.334041907,0.320471104,0.031973623,0.175605158,0.01431488,0.785152441,0.079955549,0.003272893,0.277807658,0.008013837,0.934449827,0.002269041,0.029125223,0.653248465,0.80261268
0,0.611633203,0.999021199,0.000233354,9080000000,0.470117343,0.000821082,0.105273813,0.335431846,0.057231877,0.199042305,0.017972181,0.85136888,0.030387668,0.001998515,0.277135415,0.007219501,0.963298891,0.002355415,0.041992282,0.633736019,0.826794906
0,0.609391891,0.999099772,0.000121881,2610000000,0.46261208,0.000180018,0.16317441,0.321744359,0.054963171,0.210926778,0.022531322,0.820202488,0.011513551,0.0004651,0.277462154,0.009302038,0.94446169,0.002555514,0.020557191,0.635384813,0.835136045
0,0.606422693,0.999050895,0.000123615,2340000000,0.46394236,0.000219022,0.261767385,0.321319941,0.034771693,0.184526054,0.017446352,0.854405221,0.070491507,0.004848091,0.277220395,0.011893061,0.937370132,0.002381081,0.019830783,0.64607793,0.813495296
0,0.612634947,0.999063836,0.000210343,0.000152977,0.462727829,0.00020002,0.233424436,0.318773431,0.018482387,0.181449363,0.008739333,0.764904612,0.023309003,0.002190934,0.277666419,0.006363661,0.950748555,0.002387967,0.018416451,0.63470489,0.812986423
0,0.602264374,0.998998437,0.000109392,3960000000,0.478790166,0.000226023,0,0.332708495,0.021401455,0.167611794,0.010833835,0.813162944,0.009033423,0.000726998,0.277204898,0.007865469,0.930870703,0.00221015,0.020907798,0.632180141,0.793521047
0,0.605810115,0.998929108,0.000235667,148000000,0.464806287,0.000343034,0,0.324573813,0.019949483,0.157333534,0.013324912,0.740910949,0.100810528,0.004149279,0.275687309,0.003426876,0.923287833,0.002136692,0.044724046,0.611339013,0.771528798
0,0.602891365,0.999007449,0.000107079,3920000000,0.464517752,0.000228023,0.193238182,0.319869845,0.013960101,0.188183395,0.01785174,0.793637359,0.054961305,0.005968956,0.277233033,0.008203116,0.943400134,0.002757544,0.010718633,0.626698664,0.829067987
0,0.604404791,0.998998899,0.000143042,2480000000,0.463811513,0.000360036,0.179775281,0.332460918,0.080418047,0.186366036,0.026364878,0.770457942,0.080045954,0.002239173,0.27798543,0.003831126,0.936412557,0.002307808,0.029014664,0.662087759,0.809173551
0,0.596362012,0.998847185,0.000166054,3280000000,0.461842094,0.000246025,0,0.3188088,0.017423658,0.164957394,0.007461481,0.718384913,0.055109059,0.00211455,0.276584258,0.003256543,0.929541384,0.002141476,0.012319798,0.630375671,0.789559903
0,0.614400611,0.999221905,8050000000,2210000000,0.474423559,0.000210021,0.207105982,0.333946382,0.039989715,0.212419878,0.012708018,0.833640615,0.042053333,0.003424646,0.277292085,0.014559701,0.961581367,0.002774632,0.01629153,0.649015453,0.847911267
0,0.597954713,0.99898746,5120000000,0,0.458357867,140000000,0.254681648,0.310249699,0.049397281,0.182143126,0.021103653,0.837995628,0.184325209,0.007381811,0.277398019,0.0100511,0.936924982,0.002485772,0.010829366,0.643149045,0.812170985
0,0.607972153,0.999018311,0.000180855,63300000,0.466941781,0.000193019,0.304180585,0.325882436,0.029175552,0.172664203,0.006674206,0.768832844,0.054686289,0.003209862,0.277547957,0.004188398,0.934154613,0.002254348,0.031837605,0.655339107,0.800494812
0,0.6049453,0.998931766,0.000219594,4920000000,0.464339934,0.000252025,0,0.327580109,0.029024305,0.168961617,0.013762613,0.782987604,0.038004843,0.001486628,0.277646052,0.005786936,0.935424655,0.002232618,0.024786721,0.645472678,0.796332909
0,0.59858891,0.998908079,0.00014177,6160000000,0.463610209,0.000273027,0,0.326412959,0.043680143,0.155765025,0.008216442,0.717451893,0.030898198,0.000983812,0.27644493,0.003772937,0.927788328,0.002138434,0.027292608,0.645652432,0.781321048
0,0.621167789,0.99926616,0.000139226,0.000103739,0.475612927,0.000109011,0.222694605,0.364327651,0.074882405,0.26965538,0.012652204,0.791156107,0.092828788,0.006274927,0.277270806,0.005516513,0.9584787,0.00270014,0.019892551,0.62119794,0.850716464
0,0.60703527,0.999016231,0.000168135,312000000,0.460736603,0.000369037,0.234133009,0.315590295,0.030430903,0.18607194,0.014408883,0.736453978,0.012627476,0.000495405,0.275053648,0.007150062,0.937444961,0.002359993,0.022389747,0.639987129,0.812994879
0,0.615834763,0.999180077,0.000145586,3360000000,0.467386326,0,0.249924081,0.331329136,0.057685618,0.242885152,0.018204251,0.860292984,0.187986473,0.013033287,0.277131849,0.008099747,0.96944533,0.002644868,0.022143979,0.638672203,0.849746816
0,0.605565085,0.999057019,0.000102916,156000000,0.464848226,0.000259026,0.277254783,0.330940086,0.068666152,0.197586909,0.033943863,0.836097661,0.125330875,0.004502472,0.27732878,0.007377508,0.943061117,0.002410724,0.021796464,0.661976269,0.819018026
0,0.615986105,0.998772657,0.000466015,0.000159768,0.467423232,0.000362036,0,0.321249204,0.009362191,0.155455848,0.005631362,0.843568276,0.182851454,0.015180519,0.27717396,0.010427809,0.926034169,0.002109975,0.057872713,0.667210883,0.755299927
0,0.610645873,0.999064414,0.000179699,6450000000,0.473170445,0,0.19151736,0.327544741,0.022792928,0.183259181,0.008386822,0.855476919,0.282339664,0.021720437,0.277158305,0.010041636,0.948750783,0.002403278,0.026934039,0.674788755,0.82328134
0,0.616259963,0.999141946,0.000190338,4020000000,0.472480981,0.000272027,0.181192428,0.327120323,0.023428165,0.187120127,0.016867647,0.778151732,0.05704803,0.005569925,0.277516133,0.009916838,0.944317708,0.002420637,0.024447775,0.634923172,0.823243303
